category_code,status,founded_at,closed_at,country_code,funding_rounds,funding_total_usd,milestones,relationships,lat,lng,isClosed,Active_Days
social,operating,2011,2021.0,USA,2.0,3175000.0,1.0,3.0,40.7127753,-74.0059728,1,3650.0
web,operating,2012,2021.0,USA,1.0,75000.0,1.0,1.0,34.0522342,-118.2436849,1,3285.0
hardware,operating,2010,2021.0,USA,2.0,7456072.0,1.0,4.0,47.6768927,-122.2059833,1,4015.0
cleantech,operating,2008,2021.0,USA,1.0,3652913.0,1.0,6.0,37.3860517,-122.0838511,1,4745.0
consulting,operating,2012,2021.0,USA,1.0,3652913.0,1.0,1.0,38.7521235,-121.2880059,1,3285.0
web,closed,2007,2012.0,USA,2.0,2624000.0,1.0,3.0,47.6062095,-122.3320708,0,1825.0
other,operating,2011,2021.0,IND,1.0,3652913.0,1.0,1.0,13.0826802,80.2707184,1,3650.0
ecommerce,operating,2012,2021.0,IND,1.0,3652913.0,1.0,2.0,28.6139391,77.2090212,1,3285.0
advertising,operating,2011,2021.0,USA,1.0,3652913.0,1.0,1.0,47.6062095,-122.3320708,1,3650.0
consulting,operating,2011,2021.0,CAN,1.0,3652913.0,1.0,1.0,43.653226,-79.3831843,1,3650.0
software,operating,2005,2021.0,USA,1.0,2500000.0,1.0,3.0,37.4852152,-122.2363548,1,5840.0
legal,operating,2012,2021.0,NLD,1.0,3652913.0,1.0,3.0,52.3702157,4.8951679,1,3285.0
ecommerce,operating,2012,2021.0,POL,1.0,30000.0,1.0,1.0,52.2296756,21.0122287,1,3285.0
ecommerce,operating,2000,2021.0,GBR,1.0,3652913.0,1.0,2.0,51.5073509,-0.1277583,1,7665.0
advertising,operating,2011,2021.0,USA,1.0,2050000.0,1.0,3.0,40.7127753,-74.0059728,1,3650.0
web,operating,2012,2021.0,CHN,1.0,3652913.0,2.0,7.0,23.12911,113.264385,1,3285.0
advertising,operating,2010,2021.0,USA,1.0,3652913.0,1.0,2.0,34.1477849,-118.1445155,1,4015.0
web,operating,2011,2021.0,USA,1.0,3652913.0,1.0,2.0,41.8781136,-87.6297982,1,3650.0
software,operating,2010,2021.0,USA,1.0,3652913.0,1.0,3.0,43.0717552,-70.7625532,1,4015.0
mobile,operating,2011,2021.0,CAN,1.0,3652913.0,1.0,2.0,45.5016889,-73.567256,1,3650.0
other,operating,2011,2021.0,CAN,1.0,3652913.0,2.0,3.0,43.653226,-79.3831843,1,3650.0
cleantech,operating,2007,2021.0,USA,1.0,3652913.0,1.0,1.0,37.3382082,-121.8863286,1,5110.0
web,operating,2012,2021.0,IND,1.0,3652913.0,1.0,2.0,19.0759837,72.8776559,1,3285.0
other,operating,2011,2021.0,USA,1.0,500000.0,1.0,3.0,25.7616798,-80.1917902,1,3650.0
software,operating,2012,2021.0,BRA,1.0,3652913.0,1.0,4.0,-8.0475622,-34.8769643,1,3285.0
ecommerce,operating,2011,2021.0,LVA,1.0,3652913.0,1.0,1.0,56.9496487,24.1051865,1,3650.0
web,operating,2006,2021.0,USA,1.0,3652913.0,1.0,3.0,38.8816208,-77.0909809,1,5475.0
software,operating,2008,2021.0,USA,3.0,27520000.0,1.0,5.0,34.0522342,-118.2436849,1,4745.0
social,operating,2010,2021.0,USA,1.0,95000.0,1.0,4.0,37.7749295,-122.4194155,1,4015.0
security,operating,2011,2021.0,USA,2.0,12000000.0,1.0,5.0,33.7489954,-84.3879824,1,3650.0
ecommerce,operating,2011,2021.0,USA,1.0,3652913.0,1.0,1.0,37.2358078,-121.9623751,1,3650.0
web,operating,1999,2021.0,KOR,1.0,3652913.0,2.0,4.0,37.4138,127.5183,1,8030.0
fashion,operating,2011,2021.0,USA,3.0,13554000.0,2.0,4.0,40.7127753,-74.0059728,1,3650.0
ecommerce,operating,2011,2021.0,RUS,1.0,3652913.0,1.0,2.0,55.755826,37.6172999,1,3650.0
music,operating,2012,2021.0,RUS,1.0,3652913.0,1.0,2.0,55.755826,37.6172999,1,3285.0
ecommerce,closed,2010,2012.0,USA,2.0,500000.0,1.0,5.0,33.7489954,-84.3879824,0,730.0
news,operating,2010,2021.0,RUS,1.0,2623000.0,1.0,4.0,55.755826,37.6172999,1,4015.0
network_hosting,operating,1996,2021.0,GBR,1.0,3652913.0,1.0,2.0,36.6536539,-86.2938786,1,9125.0
ecommerce,operating,2000,2021.0,GBR,1.0,3652913.0,1.0,5.0,55.953252,-3.188267,1,7665.0
ecommerce,operating,2011,2021.0,ZAF,1.0,25700000.0,1.0,3.0,-33.9248685,18.4240553,1,3650.0
search,operating,2009,2021.0,PAN,1.0,3652913.0,1.0,1.0,8.9823792,-79.5198696,1,4380.0
mobile,operating,2012,2021.0,USA,1.0,3652913.0,1.0,5.0,30.267153,-97.7430608,1,3285.0
software,operating,2007,2021.0,USA,1.0,1400000.0,1.0,2.0,32.7764749,-79.9310512,1,5110.0
enterprise,operating,2011,2021.0,VEN,1.0,3652913.0,1.0,5.0,10.4805937,-66.9036063,1,3650.0
software,operating,2007,2021.0,ARG,1.0,3652913.0,1.0,1.0,-34.6036844,-58.3815591,1,5110.0
web,operating,2012,2021.0,USA,1.0,3652913.0,1.0,2.0,26.1275862,-80.2331036,1,3285.0
real_estate,operating,2012,2021.0,RUS,1.0,3652913.0,1.0,2.0,54.9884804,73.3242361,1,3285.0
software,operating,2011,2021.0,USA,1.0,3652913.0,1.0,2.0,33.640171,-117.602832,1,3650.0
web,operating,2009,2021.0,FRA,1.0,3652913.0,1.0,2.0,48.856614,2.3522219,1,4380.0
legal,operating,2009,2021.0,USA,1.0,3652913.0,1.0,2.0,34.1466467,-118.8073729,1,4380.0
software,operating,1998,2021.0,CAN,1.0,3652913.0,1.0,1.0,48.3740346,-123.7355539,1,8395.0
games_video,operating,2011,2021.0,ESP,1.0,3652913.0,1.0,1.0,40.4167754,-3.7037902,1,3650.0
games_video,operating,1997,2021.0,USA,1.0,3652913.0,1.0,1.0,34.0522342,-118.2436849,1,8760.0
games_video,closed,2006,2012.0,USA,2.0,12000000.0,1.0,1.0,40.7127753,-74.0059728,0,2190.0
games_video,operating,2011,2021.0,CAN,1.0,3652913.0,1.0,4.0,49.2827291,-123.1207375,1,3650.0
education,operating,2012,2021.0,USA,1.0,3652913.0,1.0,5.0,36.778261,-119.4179324,1,3285.0
web,operating,2001,2021.0,GBR,2.0,5207611.0,3.0,7.0,55.953252,-3.188267,1,7300.0
software,operating,2011,2021.0,USA,1.0,3652913.0,1.0,5.0,33.6594835,-117.9988026,1,3650.0
advertising,operating,2011,2021.0,CAN,1.0,3652913.0,1.0,1.0,43.653226,-79.3831843,1,3650.0
medical,operating,2009,2021.0,USA,1.0,15000000.0,1.0,1.0,32.7766642,-96.7969879,1,4380.0
education,operating,2010,2021.0,USA,2.0,479000.0,1.0,2.0,52.205337,0.121817,1,4015.0
software,operating,2006,2021.0,USA,1.0,3652913.0,1.0,3.0,26.1275862,-80.2331036,1,5475.0
software,operating,2007,2021.0,ZAF,1.0,3652913.0,2.0,1.0,-33.9248685,18.4240553,1,5110.0
software,operating,2005,2021.0,USA,1.0,3652913.0,1.0,3.0,44.0520691,-123.0867536,1,5840.0
mobile,operating,2011,2021.0,ISR,1.0,3652913.0,1.0,2.0,31.768319,35.21371,1,3650.0
advertising,operating,2011,2021.0,FIN,1.0,131310.0,1.0,3.0,60.1698557,24.9383791,1,3650.0
web,operating,2012,2021.0,GBR,2.0,2380000.0,2.0,4.0,51.5073509,-0.1277583,1,3285.0
fashion,operating,2012,2021.0,GBR,1.0,470000.0,1.0,1.0,51.5073509,-0.1277583,1,3285.0
ecommerce,operating,2011,2021.0,IND,1.0,3652913.0,1.0,2.0,28.6139391,77.2090212,1,3650.0
advertising,operating,2004,2021.0,USA,1.0,3652913.0,1.0,3.0,41.8781136,-87.6297982,1,6205.0
mobile,operating,2008,2021.0,USA,1.0,3652913.0,1.0,4.0,37.4852152,-122.2363548,1,4745.0
other,operating,2012,2021.0,USA,1.0,3652913.0,1.0,1.0,36.0998596,-80.244216,1,3285.0
other,operating,2012,2021.0,USA,1.0,3652913.0,1.0,3.0,39.7392358,-104.990251,1,3285.0
enterprise,operating,2012,2021.0,LBN,1.0,3652913.0,1.0,1.0,33.9088456,35.5819893,1,3285.0
software,operating,2007,2021.0,USA,1.0,3652913.0,1.0,5.0,37.7749295,-122.4194155,1,5110.0
other,operating,1998,2021.0,USA,1.0,3652913.0,1.0,1.0,42.2586342,-87.840625,1,8395.0
analytics,operating,2010,2021.0,USA,2.0,3652913.0,2.0,5.0,34.0194543,-118.4911912,1,4015.0
finance,operating,2011,2021.0,ITA,2.0,4409040.0,2.0,2.0,45.4642035,9.189982,1,3650.0
software,operating,2011,2021.0,URY,1.0,3652913.0,1.0,3.0,-34.9011127,-56.1645314,1,3650.0
mobile,operating,2010,2021.0,USA,1.0,2028715.0,1.0,6.0,37.4418834,-122.1430195,1,4015.0
web,operating,2009,2021.0,USA,1.0,3652913.0,1.0,2.0,47.8209301,-122.3151314,1,4380.0
games_video,operating,2012,2021.0,USA,1.0,3652913.0,1.0,4.0,30.4382559,-84.2807329,1,3285.0
software,operating,2010,2021.0,USA,2.0,250000.0,1.0,2.0,44.977753,-93.2650108,1,4015.0
web,operating,2012,2021.0,USA,1.0,3652913.0,1.0,3.0,33.4941704,-111.9260519,1,3285.0
web,operating,2009,2021.0,USA,1.0,3652913.0,1.0,2.0,34.0522342,-118.2436849,1,4380.0
public_relations,operating,2011,2021.0,USA,1.0,3652913.0,1.0,2.0,47.6062095,-122.3320708,1,3650.0
software,operating,2011,2021.0,USA,2.0,300000.0,1.0,2.0,39.9611755,-82.9987942,1,3650.0
ecommerce,operating,2012,2021.0,IND,1.0,3652913.0,1.0,1.0,12.9715987,77.5945627,1,3285.0
software,operating,2003,2021.0,RUS,1.0,3652913.0,1.0,3.0,55.755826,37.6172999,1,6570.0
education,operating,2011,2021.0,GBR,1.0,35000.0,1.0,2.0,51.5073509,-0.1277583,1,3650.0
consulting,operating,2009,2021.0,USA,1.0,3652913.0,2.0,3.0,37.7749295,-122.4194155,1,4380.0
enterprise,operating,2010,2021.0,ITA,1.0,3652913.0,1.0,2.0,45.1984034,10.367157,1,4015.0
mobile,operating,2010,2021.0,GBR,1.0,1638906.0,1.0,3.0,51.5073509,-0.1277583,1,4015.0
biotech,operating,2009,2021.0,GBR,1.0,3652913.0,1.0,1.0,54.978252,-1.61778,1,4380.0
other,operating,2012,2021.0,USA,1.0,3652913.0,1.0,4.0,40.7127753,-74.0059728,1,3285.0
other,operating,2009,2021.0,USA,1.0,3652913.0,1.0,1.0,37.7749295,-122.4194155,1,4380.0
web,operating,2003,2021.0,CAN,2.0,2649001.0,4.0,6.0,43.653226,-79.3831843,1,6570.0
software,operating,2008,2021.0,USA,1.0,3652913.0,1.0,3.0,40.4128551,-74.307282,1,4745.0
mobile,operating,2011,2021.0,USA,1.0,3652913.0,2.0,3.0,37.4418834,-122.1430195,1,3650.0
advertising,operating,2002,2021.0,USA,1.0,3652913.0,1.0,3.0,27.3364347,-82.5306527,1,6935.0
education,operating,2008,2021.0,USA,1.0,3652913.0,1.0,1.0,40.7127753,-74.0059728,1,4745.0
security,operating,2010,2021.0,CAN,1.0,3652913.0,1.0,1.0,45.4857189,-73.5956993,1,4015.0
network_hosting,operating,2012,2021.0,CAN,1.0,3652913.0,1.0,1.0,49.2827291,-123.1207375,1,3285.0
network_hosting,operating,2007,2021.0,USA,1.0,3652913.0,1.0,3.0,37.5071591,-122.2605222,1,5110.0
other,operating,2012,2021.0,GBR,1.0,3652913.0,1.0,4.0,51.5073509,-0.1277583,1,3285.0
web,operating,2010,2021.0,USA,1.0,3652913.0,1.0,2.0,47.7510741,-120.7401385,1,4015.0
software,operating,2010,2021.0,USA,1.0,3652913.0,1.0,6.0,30.267153,-97.7430608,1,4015.0
software,operating,1998,2021.0,UKR,1.0,3652913.0,1.0,2.0,50.4501,30.5234,1,8395.0
sports,operating,2012,2021.0,DNK,1.0,110000.0,2.0,4.0,37.4418834,-122.1430195,1,3285.0
enterprise,operating,2004,2021.0,USA,1.0,3652913.0,1.0,1.0,32.715738,-117.1610838,1,6205.0
web,operating,2012,2021.0,USA,1.0,3652913.0,1.0,2.0,37.7749295,-122.4194155,1,3285.0
mobile,operating,2012,2021.0,USA,1.0,15000.0,1.0,2.0,36.8507689,-76.2858726,1,3285.0
web,operating,2011,2021.0,USA,1.0,3652913.0,1.0,1.0,40.7127753,-74.0059728,1,3650.0
nonprofit,operating,2011,2021.0,USA,1.0,325000.0,1.0,4.0,37.7749295,-122.4194155,1,3650.0
mobile,operating,2012,2021.0,USA,1.0,3652913.0,1.0,1.0,32.7766642,-96.7969879,1,3285.0
web,operating,2011,2021.0,AUS,1.0,3652913.0,1.0,1.0,-33.8688197,151.2092955,1,3650.0
legal,operating,2012,2021.0,USA,2.0,790000.0,2.0,3.0,40.7127753,-74.0059728,1,3285.0
ecommerce,operating,2011,2021.0,IND,1.0,3652913.0,1.0,1.0,19.0759837,72.8776559,1,3650.0
software,operating,2010,2021.0,USA,1.0,3652913.0,2.0,3.0,29.7604267,-95.3698028,1,4015.0
hardware,operating,2002,2021.0,ESP,1.0,3652913.0,1.0,2.0,41.563211,2.0088747,1,6935.0
consulting,operating,1991,2021.0,GBR,1.0,3652913.0,1.0,2.0,51.5073509,-0.1277583,1,10950.0
other,operating,2012,2021.0,USA,1.0,3652913.0,2.0,4.0,29.9510658,-90.0715323,1,3285.0
web,operating,2010,2021.0,USA,2.0,4900000.0,2.0,5.0,42.3600825,-71.0588801,1,4015.0
software,operating,2003,2021.0,CAN,1.0,3652913.0,1.0,1.0,43.653226,-79.3831843,1,6570.0
web,operating,1996,2021.0,USA,1.0,3652913.0,1.0,2.0,25.7616798,-80.1917902,1,9125.0
photo_video,operating,2011,2021.0,USA,1.0,25000.0,1.0,2.0,40.7127753,-74.0059728,1,3650.0
education,operating,2010,2021.0,GBR,1.0,3652913.0,1.0,2.0,39.9625984,-76.727745,1,4015.0
other,operating,2011,2021.0,BHR,1.0,3652913.0,1.0,2.0,26.2159009,50.6689995,1,3650.0
software,operating,2011,2021.0,AUT,1.0,3652913.0,1.0,6.0,48.24992,14.63474,1,3650.0
software,operating,2010,2021.0,USA,1.0,3652913.0,1.0,6.0,44.977753,-93.2650108,1,4015.0
finance,operating,2008,2021.0,IND,1.0,100000.0,1.0,3.0,19.0759837,72.8776559,1,4745.0
other,operating,2000,2021.0,USA,1.0,3652913.0,1.0,1.0,42.0450722,-87.6876969,1,7665.0
web,operating,2011,2021.0,NGA,1.0,3652913.0,1.0,1.0,6.4583661,7.5463885,1,3650.0
mobile,operating,2009,2021.0,ESP,1.0,3652913.0,2.0,4.0,40.4167754,-3.7037902,1,4380.0
web,operating,2011,2021.0,CAN,1.0,3652913.0,1.0,2.0,45.4215296,-75.6971931,1,3650.0
web,operating,2011,2021.0,USA,1.0,3652913.0,1.0,3.0,38.7745565,-75.1393498,1,3650.0
software,operating,2011,2021.0,USA,1.0,100000.0,2.0,3.0,37.7749295,-122.4194155,1,3650.0
other,operating,2011,2021.0,USA,1.0,3652913.0,1.0,2.0,37.4529598,-122.1817252,1,3650.0
web,operating,2011,2021.0,USA,2.0,3200000.0,2.0,5.0,37.7749295,-122.4194155,1,3650.0
games_video,operating,2010,2021.0,BEL,1.0,3652913.0,1.0,4.0,51.0974612,3.8378242,1,4015.0
consulting,operating,2011,2021.0,IND,1.0,3652913.0,1.0,1.0,12.9715987,77.5945627,1,3650.0
biotech,operating,1995,2021.0,DNK,2.0,24300000.0,1.0,1.0,34.4576233,46.670534,1,9490.0
network_hosting,operating,2009,2021.0,USA,1.0,2500000.0,2.0,4.0,37.4178246,-95.6825092,1,4380.0
mobile,operating,2012,2021.0,AUS,2.0,270000.0,3.0,3.0,-37.8136276,144.9630576,1,3285.0
advertising,operating,1967,2021.0,USA,1.0,3652913.0,1.0,1.0,34.0522342,-118.2436849,1,19710.0
ecommerce,operating,2013,2021.0,FRA,1.0,4350000.0,2.0,1.0,48.856614,2.3522219,1,2920.0
software,operating,2009,2021.0,ESP,1.0,3652913.0,1.0,1.0,40.4167754,-3.7037902,1,4380.0
games_video,operating,2012,2021.0,FIN,1.0,3652913.0,1.0,2.0,60.1698557,24.9383791,1,3285.0
software,operating,2009,2021.0,ITA,1.0,3652913.0,1.0,2.0,45.0703393,7.686864,1,4380.0
real_estate,operating,2005,2021.0,SVK,1.0,13025.0,1.0,1.0,48.1485965,17.1077478,1,5840.0
consulting,operating,2011,2021.0,IND,1.0,3652913.0,1.0,1.0,17.385044,78.486671,1,3650.0
advertising,operating,2010,2021.0,USA,1.0,3652913.0,1.0,1.0,37.7749295,-122.4194155,1,4015.0
finance,operating,2006,2021.0,ROM,1.0,3652913.0,1.0,1.0,31.261447,35.214862,1,5475.0
web,operating,2011,2021.0,IND,1.0,3652913.0,1.0,2.0,19.0759837,72.8776559,1,3650.0
games_video,operating,2009,2021.0,JPN,1.0,3652913.0,1.0,1.0,33.5903547,130.4017155,1,4380.0
software,operating,2012,2021.0,USA,3.0,3001984.0,2.0,7.0,40.7127753,-74.0059728,1,3285.0
mobile,operating,2011,2021.0,USA,1.0,3652913.0,1.0,3.0,40.7127753,-74.0059728,1,3650.0
search,closed,2007,2012.0,ISR,1.0,2000000.0,4.0,4.0,32.0852999,34.7817676,0,1825.0
software,operating,1999,2021.0,USA,1.0,3652913.0,1.0,3.0,37.0920222,-84.6041084,1,8030.0
ecommerce,operating,2011,2021.0,USA,1.0,3652913.0,1.0,1.0,42.5584283,-70.880049,1,3650.0
education,operating,2010,2021.0,USA,1.0,3652913.0,1.0,1.0,37.36883,-122.0363496,1,4015.0
hardware,operating,2011,2021.0,USA,1.0,5700000.0,2.0,3.0,37.8735377,-122.4566392,1,3650.0
other,operating,2000,2021.0,NLD,1.0,3652913.0,1.0,5.0,52.3702157,4.8951679,1,7665.0
hardware,operating,2009,2021.0,USA,1.0,745000.0,1.0,1.0,37.3541079,-121.9552356,1,4380.0
web,operating,2011,2021.0,USA,1.0,15000.0,1.0,5.0,39.7392358,-104.990251,1,3650.0
software,operating,2005,2021.0,USA,1.0,3652913.0,1.0,2.0,33.7489954,-84.3879824,1,5840.0
mobile,operating,2012,2021.0,USA,1.0,3652913.0,1.0,2.0,40.7127753,-74.0059728,1,3285.0
mobile,operating,2011,2021.0,ISR,1.0,1000000.0,1.0,5.0,32.0852999,34.7817676,1,3650.0
mobile,operating,2012,2021.0,GBR,1.0,909151.0,1.0,2.0,53.4807593,-2.2426305,1,3285.0
mobile,operating,2012,2021.0,USA,1.0,3652913.0,1.0,1.0,39.9611755,-82.9987942,1,3285.0
mobile,operating,2011,2021.0,USA,1.0,3652913.0,2.0,1.0,47.6101497,-122.2015159,1,3650.0
software,operating,2009,2021.0,USA,1.0,3652913.0,1.0,2.0,45.5230622,-122.6764815,1,4380.0
mobile,operating,2011,2021.0,USA,1.0,2200000.0,1.0,2.0,40.7127753,-74.0059728,1,3650.0
web,operating,2011,2021.0,GBR,1.0,3652913.0,1.0,1.0,51.280233,1.0789089,1,3650.0
software,operating,2004,2021.0,USA,1.0,3652913.0,1.0,1.0,39.6172101,-104.9508141,1,6205.0
mobile,operating,2012,2021.0,USA,1.0,3652913.0,1.0,1.0,37.4323341,-121.8995741,1,3285.0
consulting,operating,2000,2021.0,USA,1.0,3652913.0,1.0,1.0,40.9278769,-73.7517983,1,7665.0
legal,operating,1985,2021.0,USA,1.0,3652913.0,1.0,1.0,36.4217009,-116.4221597,1,13140.0
web,operating,2011,2021.0,USA,1.0,3652913.0,2.0,1.0,42.4894801,-83.1446485,1,3650.0
web,operating,2011,2021.0,BRA,1.0,3652913.0,1.0,2.0,-8.2116007,-35.5677787,1,3650.0
web,operating,2012,2021.0,CHN,1.0,3652913.0,1.0,1.0,36.9845473,128.3655186,1,3285.0
education,operating,2006,2021.0,IND,1.0,3652913.0,1.0,1.0,28.6139391,77.2090212,1,5475.0
web,operating,2011,2021.0,USA,1.0,3652913.0,1.0,3.0,42.3600825,-71.0588801,1,3650.0
games_video,operating,2011,2021.0,USA,1.0,3652913.0,1.0,2.0,40.7127753,-74.0059728,1,3650.0
network_hosting,operating,2010,2021.0,IND,1.0,3652913.0,1.0,5.0,19.0759837,72.8776559,1,4015.0
software,operating,2012,2021.0,IND,1.0,3652913.0,1.0,1.0,11.4504099,77.4300357,1,3285.0
mobile,operating,2008,2021.0,CAN,1.0,3652913.0,1.0,1.0,45.5016889,-73.567256,1,4745.0
mobile,operating,2011,2021.0,USA,1.0,2962730.0,1.0,4.0,33.7489954,-84.3879824,1,3650.0
other,operating,2010,2021.0,FRA,1.0,3652913.0,1.0,1.0,48.856614,2.3522219,1,4015.0
other,operating,2012,2021.0,ESP,1.0,3652913.0,1.0,1.0,40.4167754,-3.7037902,1,3285.0
advertising,operating,1993,2021.0,USA,1.0,3652913.0,1.0,7.0,40.7127753,-74.0059728,1,10220.0
mobile,operating,2006,2021.0,ISR,1.0,3652913.0,1.0,1.0,32.162413,34.844675,1,5475.0
advertising,operating,1999,2021.0,USA,1.0,3652913.0,1.0,3.0,42.0333623,-87.8833991,1,8030.0
ecommerce,operating,2011,2021.0,BRA,1.0,3652913.0,1.0,1.0,-22.9068467,-43.1728965,1,3650.0
public_relations,operating,1996,2021.0,USA,1.0,3652913.0,1.0,5.0,42.3600825,-71.0588801,1,9125.0
enterprise,operating,2011,2021.0,FRA,1.0,3652913.0,1.0,1.0,31.2422527,-7.986587,1,3650.0
web,operating,2010,2021.0,USA,1.0,3652913.0,1.0,1.0,37.7749295,-122.4194155,1,4015.0
mobile,operating,2012,2021.0,EGY,1.0,12000.0,1.0,4.0,30.0444196,31.2357116,1,3285.0
enterprise,operating,2000,2021.0,CAN,1.0,3652913.0,2.0,3.0,49.2748088,-123.1211601,1,7665.0
software,operating,2001,2021.0,USA,1.0,3652913.0,1.0,3.0,32.715738,-117.1610838,1,7300.0
enterprise,operating,2012,2021.0,USA,1.0,3652913.0,1.0,2.0,40.7127753,-74.0059728,1,3285.0
network_hosting,operating,2011,2021.0,FRA,1.0,3652913.0,1.0,5.0,48.856614,2.3522219,1,3650.0
education,operating,2012,2021.0,USA,1.0,3652913.0,1.0,3.0,37.8043637,-122.2711137,1,3285.0
games_video,operating,2011,2021.0,USA,1.0,3652913.0,1.0,1.0,42.3600825,-71.0588801,1,3650.0
nanotech,operating,2013,2021.0,USA,1.0,3652913.0,1.0,1.0,37.4418834,-122.1430195,1,2920.0
ecommerce,operating,2011,2021.0,USA,1.0,3652913.0,1.0,1.0,33.7742692,-117.9379952,1,3650.0
software,operating,2010,2021.0,BRA,1.0,3652913.0,1.0,3.0,-22.9098833,-47.0625812,1,4015.0
consulting,operating,2011,2021.0,USA,1.0,3652913.0,1.0,8.0,38.9586307,-77.3570028,1,3650.0
software,operating,2006,2021.0,USA,1.0,3652913.0,1.0,2.0,28.5383355,-81.3792365,1,5475.0
other,operating,2011,2021.0,USA,1.0,3652913.0,1.0,1.0,45.5230622,-122.6764815,1,3650.0
ecommerce,operating,2012,2021.0,USA,1.0,3652913.0,1.0,2.0,37.7749295,-122.4194155,1,3285.0
consulting,operating,2010,2021.0,USA,1.0,3652913.0,1.0,1.0,45.5230622,-122.6764815,1,4015.0
search,operating,2012,2021.0,USA,3.0,9200000.0,2.0,2.0,37.7749295,-122.4194155,1,3285.0
mobile,operating,2011,2021.0,USA,1.0,3652913.0,1.0,1.0,32.715738,-117.1610838,1,3650.0
advertising,operating,2011,2021.0,CAN,1.0,3652913.0,1.0,1.0,42.492786,-92.3425775,1,3650.0
software,operating,2011,2021.0,USA,1.0,3652913.0,1.0,3.0,35.2270869,-80.8431267,1,3650.0
mobile,operating,2011,2021.0,USA,3.0,11000000.0,2.0,5.0,37.4852152,-122.2363548,1,3650.0
fashion,operating,2011,2021.0,USA,3.0,10100000.0,1.0,4.0,45.4408474,12.3155151,1,3650.0
enterprise,operating,2010,2021.0,GBR,1.0,387804.0,1.0,3.0,53.139551,-4.273911,1,4015.0
games_video,operating,2011,2021.0,USA,3.0,1647000.0,1.0,3.0,47.6739881,-122.121512,1,3650.0
advertising,operating,2011,2021.0,GBR,1.0,3652913.0,1.0,1.0,51.5073509,-0.1277583,1,3650.0
mobile,operating,2008,2021.0,USA,1.0,995000.0,2.0,1.0,37.8590937,-122.4852507,1,4745.0
biotech,operating,1981,2021.0,USA,1.0,3652913.0,1.0,7.0,47.6062095,-122.3320708,1,14600.0
public_relations,operating,1993,2021.0,USA,1.0,3652913.0,1.0,4.0,42.6525793,-73.7562317,1,10220.0
education,operating,2002,2021.0,COL,1.0,3652913.0,2.0,1.0,4.7109886,-74.072092,1,6935.0
software,operating,2012,2021.0,USA,3.0,1350000.0,3.0,6.0,45.5230622,-122.6764815,1,3285.0
public_relations,operating,2001,2021.0,USA,1.0,3652913.0,1.0,3.0,31.8087678,-85.969951,1,7300.0
software,operating,2011,2021.0,USA,1.0,80000.0,1.0,4.0,47.6248791,-122.5210007,1,3650.0
ecommerce,operating,2011,2021.0,USA,1.0,3652913.0,2.0,2.0,40.7127753,-74.0059728,1,3650.0
games_video,operating,2001,2021.0,AUS,1.0,3652913.0,1.0,1.0,-33.8688197,151.2092955,1,7300.0
public_relations,operating,2011,2021.0,USA,1.0,3652913.0,1.0,2.0,40.7127753,-74.0059728,1,3650.0
ecommerce,operating,2012,2021.0,USA,1.0,25000.0,1.0,4.0,38.9187222,-77.2310925,1,3285.0
software,operating,2012,2021.0,CAN,1.0,3652913.0,1.0,1.0,28.8052674,-97.0035982,1,3285.0
software,operating,2006,2021.0,USA,1.0,3652913.0,2.0,3.0,34.0900091,-118.3617443,1,5475.0
software,operating,2012,2021.0,USA,1.0,1000000.0,2.0,4.0,37.7749295,-122.4194155,1,3285.0
biotech,operating,1991,2021.0,USA,1.0,3652913.0,1.0,1.0,53.3498053,-6.2603097,1,10950.0
web,operating,2012,2021.0,AUS,1.0,476000.0,2.0,4.0,-33.8688197,151.2092955,1,3285.0
consulting,operating,2001,2021.0,CAN,1.0,3652913.0,1.0,1.0,53.544389,-113.4909267,1,7300.0
software,operating,1996,2021.0,USA,1.0,5500003.0,2.0,4.0,52.486243,-1.890401,1,9125.0
software,operating,2009,2021.0,ESP,1.0,3652913.0,1.0,1.0,40.4167754,-3.7037902,1,4380.0
web,operating,2012,2021.0,ESP,1.0,3652913.0,1.0,1.0,41.3850639,2.1734035,1,3285.0
enterprise,operating,2010,2021.0,BGD,1.0,30000.0,1.0,1.0,23.810332,90.4125181,1,4015.0
search,operating,2010,2021.0,GBR,1.0,3652913.0,1.0,1.0,43.0717552,-70.7625532,1,4015.0
software,operating,2009,2021.0,USA,1.0,3652913.0,1.0,1.0,29.4241219,-98.4936282,1,4380.0
web,operating,2006,2021.0,USA,2.0,6846036.0,2.0,7.0,42.4792618,-71.1522765,1,5475.0
ecommerce,operating,2011,2021.0,SWE,1.0,3652913.0,1.0,3.0,59.3293235,18.0685808,1,3650.0
consulting,operating,2011,2021.0,AUS,1.0,3652913.0,1.0,1.0,-37.8136276,144.9630576,1,3650.0
software,operating,2012,2021.0,USA,2.0,1660000.0,1.0,3.0,30.267153,-97.7430608,1,3285.0
ecommerce,operating,2006,2021.0,USA,3.0,1120000.0,1.0,2.0,32.9412363,-97.1341783,1,5475.0
software,operating,2002,2021.0,USA,1.0,3652913.0,1.0,1.0,34.2257255,-77.9447102,1,6935.0
security,operating,2008,2021.0,USA,1.0,3652913.0,1.0,3.0,45.5230622,-122.6764815,1,4745.0
ecommerce,operating,2011,2021.0,USA,1.0,3652913.0,1.0,4.0,37.4529598,-122.1817252,1,3650.0
transportation,operating,2012,2021.0,CAN,1.0,50169.0,1.0,3.0,19.4326077,-99.133208,1,3285.0
